date,sessions,unique_visitors,page_views,Revenue,COGS,Revenue_per_session
2015-04-27,34074,24139,114811,11233528.64,8990933.6,329.6803615660034
2015-04-28,31168,23641,123478,14371525.01,11368208.46,461.0987233701232
2015-04-29,35794,25274,128333,15294818.22,12456433.34,427.30117393976644
2015-04-30,28994,22062,150712,14911130.64,11744026.43,514.2833220666345
2015-05-01,30846,24315,163628,11462217.29,9026019.09,371.5949325682422
2015-05-02,33476,26822,182726,8951414.69,7003240.14,267.3979773569124
2015-05-03,24534,20051,126935,7902349.85,6325430.88,322.0978988342708
2015-05-04,29719,20848,155249,4063632.19,3220456.05,136.73515898919882
2015-05-05,28430,20543,107343,4993358.48,3895803.59,175.63694970102006
2015-05-06,27853,20910,131355,5912157.02,4721080.32,212.26284493591353
2015-05-07,24031,17827,83533,6417545.13,5062352.65,267.0527705879905
2015-05-08,29160,23034,109154,4654167.53,3561342.38,159.6079399862826
2015-05-09,31489,23349,164844,4178643.57,3269969.19,132.70169170186415
2015-05-10,28854,20819,121753,5135747.06,3949880.44,177.99081791086155
2015-05-11,30303,21569,101312,6740124.2,5364204.35,222.42432102432102
2015-05-12,29164,20797,132743,6877097.83,5464941.46,235.8077708819092
2015-05-13,28695,22220,132422,8472230.27,6752088.25,295.2510984492072
2015-05-14,24060,17186,83908,8373161.73,6566657.69,348.01170947630925
2015-05-15,27784,22574,100088,6454103.0,5103049.75,232.29567376907573
2015-05-16,25165,19778,109606,6409003.84,5140481.43,254.67927041525928
2015-05-17,32410,24265,113804,6593507.34,5168476.45,203.44052267818574
2015-05-18,26179,20898,133705,7049312.68,5707463.8,269.2735658352114
2015-05-19,29063,21602,150346,8167385.27,6584434.28,281.02347555310877
2015-05-20,30494,24191,126406,10886447.11,8610088.68,357.0029222142061
2015-05-21,29062,20606,123437,9585349.34,7629673.54,329.82414630789344
2015-05-22,27267,20288,149515,6849849.55,5526949.11,251.21390508673488
2015-05-23,30173,23985,100559,5769728.11,4699867.99,191.2215593411328
2015-05-24,27244,19433,90867,7759286.87,6115304.75,284.80718213184554
2015-05-25,29094,21740,129228,6648911.62,5479719.27,228.53205540661304
2015-05-26,27670,21242,95316,7250067.07,5753775.74,262.01904842790026
2015-05-27,26401,20469,119105,11264269.11,8911794.91,426.6606988371652
2015-05-28,27850,20116,89456,10886440.76,8702126.28,390.89553895870733
2015-05-29,34451,27090,172863,7443400.33,6010039.49,216.0575986183275
2015-05-30,30967,24404,149751,14386454.27,11671007.33,464.5737162140343
2015-05-31,27874,21527,109033,12847323.1,10142347.13,460.907049580254
2015-06-01,29318,22266,98658,12707400.56,9938849.85,433.43340473429294
2015-06-02,30701,24975,126635,10370270.22,8221123.6,337.7828155434677
2015-06-03,32446,23589,166997,12915899.82,10182209.97,398.073716945078
2015-06-04,28794,21415,121730,4389371.3,3612066.24,152.4404841286379
2015-06-05,28463,19935,144463,4689415.18,3666593.72,164.75477567368162
2015-06-06,34892,28589,164211,4504545.31,3683127.75,129.0996592342084
2015-06-07,32243,25956,145312,4737477.49,3636812.14,146.93041869553082
2015-06-08,32199,25978,170674,5997977.12,4767036.54,186.2783664088947
2015-06-09,27727,19941,145314,7149148.38,5741574.05,257.8406744328633
2015-06-10,31622,24009,125377,7033422.25,5437275.2,222.4218028587692
2015-06-11,32332,23402,159377,5174085.58,4188520.67,160.0298645304961
2015-06-12,24605,19576,116966,6351066.12,4900508.38,258.1209559032717
2015-06-13,31158,23057,166081,5087923.97,3913528.15,163.29430547531933
2015-06-14,29214,21013,150301,7257781.25,5645520.63,248.4350397069898
2015-06-15,32287,25912,128566,7185781.7,5677039.63,222.5595967417227
2015-06-16,26776,19786,104352,7904688.49,6283325.81,295.2154350911264
2015-06-17,35371,28846,155050,8476249.0,6775868.17,239.63837607079245
2015-06-18,30266,22102,104739,6561476.72,5174441.56,216.79365360470493
2015-06-19,35795,27659,158232,5300940.37,4147889.8,148.09164324626346
2015-06-20,29012,20477,144998,5709630.01,4391167.7,196.80235798979731
2015-06-21,34568,26635,143948,5755437.59,4546815.45,166.49611172182364
2015-06-22,30368,24526,101421,8091120.75,6486078.97,266.4357465094837
2015-06-23,34822,25528,161315,8014615.36,6549729.21,230.1595359255643
2015-06-24,27399,19217,103711,8106694.48,6848465.28,295.87556042191324
2015-06-25,31624,25240,150529,6395417.81,5471074.95,202.2330448393625
2015-06-26,30769,22895,140394,5791488.27,5164656.66,188.22478046085345
2015-06-27,29801,24190,145509,5907901.77,5761761.16,198.24508472870036
2015-06-28,24381,17220,129189,7048110.81,6755443.51,289.08210532791924
2015-06-29,34732,24375,156417,10266326.47,10003747.48,295.5869650466429
2015-06-30,33102,24296,110641,10954727.42,10628217.87,330.93853604011844
2015-07-01,20602,16457,79358,9503954.04,9190648.76,461.3122046403261
2015-07-02,27231,22131,124329,8552727.69,8154787.16,314.0805585545885
2015-07-03,24958,18340,128945,6047919.06,5867150.51,242.3238664957128
2015-07-04,24138,19174,106014,1184319.43,1068025.58,49.06452191565167
2015-07-05,26737,19679,85774,2966146.59,2810871.75,110.93789841792272
2015-07-06,26606,19213,138752,2490899.57,2437063.72,93.62172329549725
2015-07-07,26622,20411,87438,4185006.32,3947428.34,157.2010487566674
2015-07-08,22401,17945,112821,4333446.86,4256271.94,193.4488129994197
2015-07-09,22941,16968,76486,6011409.46,5756814.71,262.0378126498409
2015-07-10,20649,15288,99177,3936544.23,3750891.91,190.64091384570682
2015-07-11,26986,19812,119096,3965266.87,3859812.43,146.93792596160972
2015-07-12,23368,16615,87437,4444033.83,4308843.11,190.17604544676482
2015-07-13,24986,19531,92624,4008119.02,3879117.89,160.41459297206436
2015-07-14,25268,19699,122868,4541662.42,4427340.58,179.73968735159093
2015-07-15,28980,22939,141557,6195528.74,5945270.24,213.78636093857833
2015-07-16,25987,18625,134344,5351713.45,5204783.4,205.9381017431793
2015-07-17,23621,17228,123032,3953465.4,3879500.64,167.37078870496592
2015-07-18,22256,17049,73505,4352743.94,4230281.82,195.5762014737599
2015-07-19,25777,19987,102382,4734057.3,4244345.55,183.65431586297862
2015-07-20,21426,15804,83474,4593431.52,3967198.09,214.38586390366842
2015-07-21,26411,20585,89690,6205610.6,5212906.4,234.9631062814736
2015-07-22,25454,20168,116758,7003315.42,5699625.87,275.13614441738036
2015-07-23,25169,19631,112460,6241579.84,5041557.0,247.98680281298422
2015-07-24,27430,19435,98020,4815209.73,3864863.25,175.54537841779074
2015-07-25,26582,18972,92409,4869837.46,3980424.09,183.2005665487924
2015-07-26,25938,19698,133086,5323996.74,4436550.96,205.25856812398797
2015-07-27,24503,19723,94009,5603376.79,4431670.86,228.68125494837366
2015-07-28,24684,17484,103037,6826651.55,5538901.92,276.5618031923513
2015-07-29,23935,17376,101797,9470985.24,7602775.68,395.6960618341341
2015-07-30,28283,19983,112059,10296776.67,9762134.91,364.0623933104692
2015-07-31,27777,21301,142543,8227312.7,8001039.19,296.1915505634158
2015-08-01,25416,19592,107939,7969399.16,8307674.69,313.55835536669815
2015-08-02,25347,18517,89162,5808782.79,6999844.19,229.17042608592732
2015-08-03,28461,21974,110496,4720575.96,6451104.36,165.86121218509538
2015-08-04,26191,21319,119413,2658117.34,3894709.67,101.48972318735443
2015-08-05,29226,21369,95035,2978173.12,4001425.35,101.90149592828304
2015-08-06,24693,18406,96182,2558707.18,3656184.22,103.62075001012434
2015-08-07,26800,19332,117374,1981109.04,2648627.83,73.92197910447761
2015-08-08,26294,19881,138084,1709563.14,2428463.02,65.01723358941203
2015-08-09,23894,18799,78998,2122689.02,2864218.57,88.83774252950532
2015-08-10,28341,21424,125275,2341717.61,3233525.06,82.62649906495889
2015-08-11,25098,17651,83606,2434219.28,3451194.49,96.98857598214997
2015-08-12,27210,19954,143071,3555473.95,4878289.67,130.667914369717
2015-08-13,23810,16914,125846,2921138.79,3979730.24,122.68537547249055
2015-08-14,27482,20412,94726,2842163.51,3979723.24,103.41909286078159
2015-08-15,24803,20079,101731,2655077.08,3723026.61,107.04661049066645
2015-08-16,30678,21654,114864,2851597.29,3843042.72,92.95251613534128
2015-08-17,25286,18149,127955,2804909.03,3580539.39,110.92735228980463
2015-08-18,26259,18641,139980,3797369.86,5081331.41,144.61212765147187
2015-08-19,28515,20565,102526,3996506.07,5388360.8,140.15451762230404
2015-08-20,26047,19340,94210,3542649.14,4967122.51,136.00987215418283
2015-08-21,27624,20884,104074,2826694.43,4029608.29,102.32748443382566
2015-08-22,28267,20186,105913,2330134.4,3196044.6,82.43302791240669
2015-08-23,26494,18687,102152,2980880.01,4035327.45,112.51151241790593
2015-08-24,26670,19153,98635,2905862.72,4140352.34,108.95623247094115
2015-08-25,29244,22860,123604,3470416.25,4713031.14,118.6710521816441
2015-08-26,24536,18480,127640,4027164.09,5549423.27,164.1328696609064
2015-08-27,26269,19468,91099,3564052.29,4867784.09,135.67521755681602
2015-08-28,26954,19364,144057,8506950.72,11044258.41,315.6099547377013
2015-08-29,28818,22955,158022,7794439.44,10361751.16,270.47121382469294
2015-08-30,27508,20195,109859,7344062.69,9260104.74,266.9791584266395
2015-08-31,27293,19240,139809,7854391.23,10070785.58,287.7804283149526
2015-09-01,17480,13262,57096,6760812.85,8154672.78,386.77419050343246
2015-09-02,20702,16666,69558,2200298.26,2129220.78,106.28433291469422
2015-09-03,19328,13739,62074,2827263.54,2604249.38,146.27812189569536
2015-09-04,21904,15874,107607,3174821.93,2868467.84,144.94256437180425
2015-09-05,19156,14479,82375,4060108.04,3677521.7,211.9496784297348
2015-09-06,19448,15772,68250,5806076.99,5165364.57,298.54365436034556
2015-09-07,17684,14118,69916,5427754.58,4736445.82,306.9302522053834
2015-09-08,19746,13838,93992,4280040.71,3769505.38,216.7548217360478
2015-09-09,18587,13758,87916,3647303.9,3266493.41,196.22875665787916
2015-09-10,17610,13778,62257,3721441.58,3354394.08,211.3254730266894
2015-09-11,18890,15028,78439,5440903.55,4839456.19,288.03089200635253
2015-09-12,15341,11807,51281,4950740.04,4404176.85,322.7129939378137
2015-09-13,20180,15018,102993,6063850.75,5333297.85,300.48814420218037
2015-09-14,19576,14212,86422,5951627.11,5241870.86,304.02672200653865
2015-09-15,22012,16729,90723,4289955.17,3759560.12,194.8916577321461
2015-09-16,19650,14065,86514,4578098.38,4047593.29,232.9821058524173
2015-09-17,20086,14356,100816,4322042.75,3890293.3,215.1768769292044
2015-09-18,17602,13602,88389,4626830.39,4125549.97,262.8582200886263
2015-09-19,20896,15411,111247,4866373.41,4338177.32,232.8854043836141
2015-09-20,18429,13587,76753,5970375.19,5199616.34,323.9663134190678
2015-09-21,19819,16050,66316,5429549.96,4922952.43,273.95680710429383
2015-09-22,19877,16252,63995,3989413.65,3510644.34,200.70501836293204
2015-09-23,17652,13079,71664,4492195.74,4136948.97,254.48650237933379
2015-09-24,20962,15512,82371,4990183.49,4532817.65,238.05855786661579
2015-09-25,19659,15631,106872,5455949.84,4738294.51,277.52936771961953
2015-09-26,21009,17168,108813,6622087.86,5772363.74,315.202430386977
2015-09-27,21844,16369,117349,9527329.68,8445286.43,436.15316242446437
2015-09-28,18337,14106,67729,8161672.8,7449690.47,445.09313410045263
2015-09-29,19122,13426,94406,7149980.42,6330231.0,373.913838510616
2015-09-30,17523,13440,57686,6245594.21,5509034.08,356.4226565085887
2015-10-01,15491,12315,66956,5328206.77,4579676.64,343.9549912852624
2015-10-02,15982,11755,61202,2171539.56,1796561.55,135.87408084094608
2015-10-03,15008,11370,68639,4071748.88,3247591.03,271.3052292110874
2015-10-04,16759,12375,73139,3492367.73,2871726.8,208.3875965153052
2015-10-05,14395,11749,68728,4507541.9,3678096.41,313.1324696075026
2015-10-06,15319,11322,72555,4188998.54,3415837.46,273.4511743586396
2015-10-07,15755,12150,79517,3426493.43,2803278.62,217.48609520787053
2015-10-08,16564,12299,67620,3233949.18,2641121.98,195.23962690171456
2015-10-09,16177,12022,57239,3267999.74,2663149.73,202.01519070284974
2015-10-10,13914,10751,56445,3378102.79,2705337.11,242.7844466005462
2015-10-11,15458,11617,62989,3286486.34,2566855.85,212.60747444688835
2015-10-12,13664,10610,66043,4956524.37,4081540.58,362.74329405737706
2015-10-13,15985,11660,56565,5498991.17,4432958.2,344.009456990929
2015-10-14,16989,12008,81718,3411355.27,2666618.8,200.7978851021249
2015-10-15,16071,11596,79890,3768908.71,2948986.13,234.51612905233029
2015-10-16,14652,10534,79371,3821540.36,2987369.39,260.8203903903904
2015-10-17,17243,12612,76928,3662021.88,2894880.7,212.37730557327612
2015-10-18,16988,13378,69191,4235369.07,3332133.13,249.31534436072525
2015-10-19,14648,10830,77608,6150586.07,4953145.42,419.8925498361551
2015-10-20,15301,12493,60371,5151254.9,4073078.24,336.6613227893602
2015-10-21,15121,11856,74851,3861128.76,3112793.66,255.34877058395608
2015-10-22,15219,10773,73159,3503062.58,2822517.81,230.17692226821737
2015-10-23,16428,11814,86432,4220053.16,3535441.18,256.8817360603847
2015-10-24,15087,11501,52076,3836294.44,2963519.26,254.27814940014582
2015-10-25,17383,13762,79446,4371735.18,3592252.8,251.49486164643616
2015-10-26,17645,14292,56926,5670407.54,4548016.77,321.3605860017002
2015-10-27,14318,11717,68167,5227347.01,4220293.85,365.0891891325604
2015-10-28,15923,11322,78474,7029977.95,5631491.38,441.4983326006406
2015-10-29,14579,11450,70402,7420192.54,6015934.85,508.9644378901159
2015-10-30,16283,12617,79766,7246849.63,5898873.81,445.0561708530369
2015-10-31,16765,12368,64584,5833943.99,4766615.28,347.9835365344468
2015-11-01,12648,10110,61721,5794071.48,4691433.96,458.1017931688805
2015-11-02,12291,9842,59045,2770297.66,2300656.83,225.39237328126273
2015-11-03,14430,11020,55418,2095237.3,1642341.12,145.2000900900901
2015-11-04,12298,9471,52741,2658412.16,2230527.42,216.1662188973817
2015-11-05,13451,9497,53142,2550367.78,2095931.27,189.6043253289718
2015-11-06,14154,11094,47606,3113759.4,2524846.93,219.99147944044086
2015-11-07,13272,10281,62761,2523233.52,2111797.74,190.11705244122965
2015-11-08,12234,9118,61007,4183206.42,3467217.26,341.9328445316331
2015-11-09,14367,11128,65336,3409517.01,2730600.71,237.31586343704322
2015-11-10,14088,9978,68221,3237404.66,2600539.96,229.79874077228848
2015-11-11,13290,10715,59892,2928494.89,2445001.94,220.3532648607976
2015-11-12,13903,11236,61201,3900732.76,3072175.13,280.5677019348342
2015-11-13,14681,11365,65735,3144926.75,2547598.28,214.21747496764524
2015-11-14,14789,10949,77847,4369752.69,3445998.98,295.4731685712354
2015-11-15,12535,8911,64069,4297274.47,3488973.66,342.82205584363777
2015-11-16,12803,10408,47243,4316238.63,3541079.15,337.127128797938
2015-11-17,11316,8912,55403,3035948.85,2418023.08,268.28816277836694
2015-11-18,14680,11931,52971,3208924.12,2787131.03,218.5915613079019
2015-11-19,14557,10588,76901,2934934.24,2722267.8,201.61669574775024
2015-11-20,13750,10076,61102,3389498.76,3170548.9,246.5090007272727
2015-11-21,14699,11383,52048,2291920.41,2320486.62,155.92356010612968
2015-11-22,14679,11250,71235,3070301.17,3152837.2,209.16282921179916
2015-11-23,11714,8250,63229,2329823.55,2370762.85,198.89222724944509
2015-11-24,12523,9994,60988,1994420.05,2017128.44,159.2605645612074
2015-11-25,12747,9371,64179,1994246.64,2069297.94,156.44831254412802
2015-11-26,12460,9654,42889,3361942.92,3392781.25,269.81885393258426
2015-11-27,12408,9099,58532,5242225.8,5137790.23,422.4875725338491
2015-11-28,14692,11241,73086,5114979.4,5281806.7,348.1472502041928
2015-11-29,14441,11536,75285,5018236.03,4955536.7,347.49920573367496
2015-11-30,12771,9548,63965,4031497.64,4065929.95,315.67595646386343
2015-12-01,13668,10021,61441,3221463.05,3262618.05,235.69381401814456
2015-12-02,14048,10903,54556,953639.35,978207.15,67.88435008542142
2015-12-03,15464,11963,51678,1852279.15,1907081.99,119.78007953957578
2015-12-04,13738,10323,50602,2076429.7,2095572.96,151.14497743485222
2015-12-05,14548,10998,63227,2287846.3,2292826.58,157.2619122903492
2015-12-06,13375,10438,68771,2028034.94,2013778.51,151.62878056074766
2015-12-07,14667,11431,68419,2286683.02,2364273.69,155.90666257585056
2015-12-08,15215,11241,69929,2785090.6,2715044.46,183.04900427209992
2015-12-09,16326,12045,69015,1648123.41,1664248.89,100.95083976479235
2015-12-10,13711,11067,50285,2450848.03,2579079.6,178.7504944934724
2015-12-11,15391,11318,67959,2027594.98,1955884.16,131.73900201416413
2015-12-12,15008,11400,58168,2888573.7,2824587.14,192.46892990405118
2015-12-13,14700,10463,68140,3442735.4,3382073.59,234.19968707482994
2015-12-14,12967,10202,49267,3272227.86,3176504.37,252.3504172129251
2015-12-15,16132,13098,70312,3089177.63,3106617.67,191.4937782048103
2015-12-16,13212,9707,43582,2310884.14,2367574.49,174.90797305479867
2015-12-17,15145,12005,79733,2671287.02,2646046.82,176.38078705843512
2015-12-18,14745,11612,50065,2923802.97,2954646.8,198.29114750762972
2015-12-19,16727,11842,75482,2965218.72,3081409.43,177.27140072935973
2015-12-20,15075,12232,52971,3613917.61,3711607.1,239.72919469320067
2015-12-21,15716,12497,71525,5050481.76,5131271.18,321.35923644693304
2015-12-22,13743,11031,72308,3719442.83,3727031.54,270.64271483664413
2015-12-23,14154,10824,63423,3656481.63,3646146.76,258.3355680373039
2015-12-24,14389,11654,63948,2398336.72,2262884.17,166.67848495378416
2015-12-25,16343,12402,55203,3229207.58,3048061.85,197.58964571988008
2015-12-26,14081,10396,48105,3645783.09,3633106.61,258.9150692422413
2015-12-27,16176,13022,57718,5096354.17,5095420.51,315.0565139713155
2015-12-28,14045,10009,69532,8179976.67,8163764.62,582.412009255963
2015-12-29,16001,12904,61587,7760149.23,7689336.24,484.97901568651963
2015-12-30,15819,12433,69094,5941753.52,5888436.34,375.6086680573993
2015-12-31,15303,11679,75173,6375571.66,6217888.06,416.6223394105731
2016-01-01,11641,8712,37634,5846204.33,5354701.23,502.20808607507945
2016-01-02,10947,8044,55830,2558616.91,2072521.54,233.7276797296063
2016-01-03,13218,9831,64885,2744446.82,2169775.39,207.62950673324252
2016-01-04,12375,9643,63066,2387838.0,1861702.6,192.95660606060605
2016-01-05,11134,8762,40671,1557710.07,1249444.02,139.90570055685288
2016-01-06,12757,10309,67093,2337143.16,1917221.35,183.20476287528416
2016-01-07,11373,8618,59432,2503287.51,2024858.69,220.10793194407805
2016-01-08,9490,7221,37150,2738103.45,2202044.96,288.5251264488936
2016-01-09,13256,9596,46353,3026961.32,2446095.09,228.34650875075437
2016-01-10,13236,9859,64108,4122392.05,3201417.67,311.4530107283167
2016-01-11,12641,9828,60451,3434076.67,2780091.13,271.6617886243177
2016-01-12,11876,9485,56311,2627637.47,2110300.27,221.25610222297072
2016-01-13,10067,8114,39608,2268324.18,1914275.35,225.32275553789611
2016-01-14,13932,10319,69298,3247398.41,2705497.94,233.08917671547516
2016-01-15,12653,10155,55447,3532606.36,3003599.85,279.19120840907294
2016-01-16,11445,8556,46538,3856871.3,3138016.53,336.9918130187855
2016-01-17,10008,7752,45333,4229318.34,3477169.21,422.59375899280576
2016-01-18,11770,9405,46667,4105149.52,3409714.29,348.78075785896345
2016-01-19,10942,8319,56962,2818234.03,2313238.83,257.56114330104185
2016-01-20,12385,10034,39639,2842888.66,2294689.37,229.54288736374647
2016-01-21,11496,8327,61265,3981191.66,3293021.93,346.31103514265834
2016-01-22,12866,9035,48203,3322730.4,2667153.86,258.2566765117364
2016-01-23,12386,9914,44551,3998813.29,3324513.23,322.8494501856935
2016-01-24,12224,8763,54172,4734624.57,3904936.72,387.322036158377
2016-01-25,11670,8461,60857,5007306.32,4047871.63,429.0750916880891
2016-01-26,13357,9544,51883,3544741.3,2876880.62,265.38453994160363
2016-01-27,10112,7300,44184,4728554.45,3994526.08,467.61812203322785
2016-01-28,14033,10718,57073,6717660.92,5529962.06,478.7045478514929
2016-01-29,10947,8155,50993,5013253.01,4078543.96,457.95679272860144
2016-01-30,12513,9653,65920,6920879.78,5546795.93,553.0951634300328
2016-01-31,11419,8209,38946,6449751.32,5251383.47,564.8262825116035
2016-02-01,17175,13626,59868,5200767.32,4131331.82,302.81032430858806
2016-02-02,16623,12204,75261,2966994.87,2413250.92,178.48732900198522
2016-02-03,19714,15698,104335,2273911.2,1841992.31,115.34499340570154
2016-02-04,16103,12176,52113,2819439.59,2305544.16,175.08784636403155
2016-02-05,15709,11623,76250,3680939.41,2987435.62,234.32041568527598
2016-02-06,16126,12565,85675,4735761.79,3973322.09,293.672441398983
2016-02-07,18608,13602,83077,4032333.88,3144310.26,216.69894024075666
2016-02-08,18097,13313,61310,3848593.44,3120549.68,212.6647201193568
2016-02-09,17145,12244,68554,3979641.11,3286349.1,232.11671682706327
2016-02-10,19010,14622,63376,3448601.24,2764263.83,181.40984955286692
2016-02-11,20506,16732,86480,3717348.88,3000678.76,181.28103384375305
2016-02-12,18330,14596,70795,4035900.93,3269439.67,220.18008346972178
2016-02-13,18473,14163,100174,4701818.64,3727060.93,254.5238261246143
2016-02-14,19163,14357,70990,4925684.12,4030980.54,257.04138809163493
2016-02-15,18698,13210,67308,4588032.77,3702428.02,245.3755893678468
2016-02-16,15627,11931,55669,3941056.12,3209642.29,252.19531068023295
2016-02-17,17990,14392,66105,2962078.99,2374063.71,164.65141689827684
2016-02-18,20773,14775,93178,4009498.5,3301336.9,193.01489914793243
2016-02-19,15561,11243,83645,4571419.08,3665043.13,293.77411991517255
2016-02-20,18344,13061,94030,5176883.79,4193086.14,282.21128379851723
2016-02-21,18371,14438,70445,4758472.96,3843027.26,259.0209003320451
2016-02-22,16624,13434,54941,4721935.01,3825599.58,284.04325132338784
2016-02-23,19443,15525,65423,4550216.22,3722357.32,234.02850486036104
2016-02-24,18131,12967,69981,5790273.07,4665515.38,319.3576234074238
2016-02-25,17420,12431,72925,7677182.49,6237906.21,440.7108203214696
2016-02-26,18006,13934,57841,7096236.89,5762106.77,394.1040147728535
2016-02-27,15907,11168,82608,6837275.28,5301081.64,429.82808071918026
2016-02-28,18438,14716,67837,5117740.12,4142676.19,277.56481831001196
2016-02-29,18504,14317,93760,3529083.59,2843903.05,190.72003837008214
2016-03-01,26992,21032,117947,709982.79,623398.17,26.30345250444576
2016-03-02,24782,17548,132132,1479744.0,1243049.71,59.71043499314018
2016-03-03,27680,22122,121091,2251060.05,1853979.92,81.3244237716763
2016-03-04,26344,19353,103165,2778579.79,2305820.78,105.47296500151838
2016-03-05,21768,17084,106947,3472294.22,2819038.04,159.51369992649762
2016-03-06,23121,17009,111366,3501407.51,2754054.05,151.43841140089094
2016-03-07,26576,20232,93060,4275566.76,3544887.63,160.88074804334738
2016-03-08,23750,17459,117371,4693887.34,3819333.06,197.63736168421053
2016-03-09,30824,25068,141783,5050829.68,4101613.27,163.8602932779652
2016-03-10,25094,17925,130477,7374516.48,5983967.59,293.87568661831517
2016-03-11,24168,16941,81811,6281759.31,5065973.55,259.9205275571003
2016-03-12,24644,18973,135320,4673863.75,3853834.05,189.65524062652167
2016-03-13,23591,18027,78079,4655322.31,3707033.48,197.3346746640668
2016-03-14,23186,16474,101909,5214530.57,4150309.08,224.89996420253604
2016-03-15,26245,21094,107523,5319085.92,4384259.36,202.67044846637455
2016-03-16,24017,19505,100833,6412758.35,5219744.05,267.0091331140442
2016-03-17,22714,18358,80292,8569336.81,6809198.69,377.2711459892578
2016-03-18,24107,18877,100707,6917674.02,5792586.92,286.95706724187994
2016-03-19,25702,18697,102180,5852909.53,4990341.15,227.7219488755739
2016-03-20,22946,18176,88612,4759469.17,3951071.76,207.42042926871787
2016-03-21,25412,19709,130203,5534732.74,4759221.87,217.79996615772077
2016-03-22,26309,21458,121633,5449314.63,4970365.56,207.1273948078604
2016-03-23,25486,18934,101106,6046593.49,5532819.27,237.25156909675903
2016-03-24,27354,21211,133470,7933448.72,7157854.93,290.0288338085837
2016-03-25,25460,18987,117893,7008643.3,6273523.88,275.280569520817
2016-03-26,19929,14574,107576,5197781.65,4790136.82,260.8149756636058
2016-03-27,27557,22581,93947,6141114.6,5639995.87,222.85134811481655
2016-03-28,22971,18817,123376,5291170.65,4853169.6,230.34132819642159
2016-03-29,24782,19479,88649,7521778.94,6878616.36,303.5178331046728
2016-03-30,28423,22198,105676,14545392.64,13412468.3,511.74726946487004
2016-03-31,27301,21181,141142,14231299.73,12932629.87,521.2739361195561
2016-04-01,35280,26110,148298,12298083.49,11254792.81,348.58513293650793
2016-04-02,31285,24462,135264,13123488.4,12292938.79,419.4818091737254
2016-04-03,39853,32209,171112,10576481.39,9627706.26,265.3873331995082
2016-04-04,31700,22496,119980,4230255.21,3886345.44,133.44653659305993
2016-04-05,33961,24714,144993,4598444.87,4315060.71,135.40369453196314
2016-04-06,34563,26040,176971,5873076.02,5465466.98,169.92379191621097
2016-04-07,32223,24109,136308,5504606.21,5121344.12,170.82848307109828
2016-04-08,40960,32614,222237,4323869.8,3902265.35,105.5632275390625
2016-04-09,32292,26311,117217,4537873.44,4208365.26,140.52624303233
2016-04-10,29930,22120,132581,4898415.28,4517178.31,163.66238823922487
2016-04-11,31917,24194,128608,6193751.24,5553289.41,194.0580643544193
2016-04-12,37526,28901,149781,5962850.28,5477134.6,158.8991707083089
2016-04-13,38617,28257,149786,8636899.06,7772805.93,223.65536059248518
2016-04-14,33689,26400,108173,7184576.35,6220003.38,213.2617872302532
2016-04-15,36113,27136,163008,5910167.4,5244820.29,163.65761360175009
2016-04-16,32898,24775,137463,7075518.69,5997253.75,215.07443279226703
2016-04-17,39389,30190,150023,9065525.85,7747445.67,230.15374470029704
2016-04-18,33200,25788,142946,7930420.94,6496267.7,238.86810060240964
2016-04-19,25488,19049,127287,9299472.01,7665794.67,364.856874215317
2016-04-20,35982,28963,152100,11470503.55,9220652.39,318.7844908565394
2016-04-21,33532,25443,151168,9681621.65,7780628.47,288.7278316235238
2016-04-22,35570,25756,137754,6442191.99,5276646.93,181.11307253303346
2016-04-23,28997,21502,106569,8225755.2,6488166.41,283.67607683553473
2016-04-24,34414,25043,161566,8005992.5,6468446.01,232.63766199802407
2016-04-25,31532,22488,150805,11068078.01,8923524.58,351.01097329696813
2016-04-26,29524,23522,148307,11387120.36,9133066.32,385.6902980625931
2016-04-27,33081,25297,181029,16379722.53,13128158.81,495.1398848281491
2016-04-28,34354,25822,179278,17388183.19,13978683.94,506.1472664027479
2016-04-29,30530,24073,132543,16966030.5,13610990.42,555.7166885031116
2016-04-30,35212,27908,135944,12874790.56,10476104.29,365.6364466659094
2016-05-01,34863,28526,139903,11553720.73,9387796.08,331.4035146143476
2016-05-02,28519,20889,102461,8891959.72,7094979.67,311.790726182545
2016-05-03,34982,28060,139084,6609488.85,5263847.33,188.93970756388998
2016-05-04,35348,28169,166330,6041365.35,4874007.55,170.9110939798574
2016-05-05,29771,24087,113984,6026491.95,4682705.07,202.4282674414699
2016-05-06,27614,21353,147246,5884185.84,4692160.58,213.08705149561817
2016-05-07,39792,30635,144054,5016235.82,3962154.52,126.06141485725774
2016-05-08,28966,22933,103613,4730903.12,3759762.75,163.32607608920804
2016-05-09,28369,21061,128664,7307039.01,5990848.79,257.5712577108816
2016-05-10,31941,25837,121960,6636687.87,5216849.07,207.7795895557434
2016-05-11,29147,20594,106696,8452886.26,6878143.05,290.00879198545306
2016-05-12,32448,26326,125722,10736290.28,8789857.02,330.8767961045365
2016-05-13,33242,25095,165737,9817523.43,7817935.3,295.33492058239574
2016-05-14,32697,24039,176295,7446413.22,6064015.7,227.73995228920083
2016-05-15,30664,21972,147428,6413929.56,4998345.42,209.1680654839551
2016-05-16,30307,23701,132156,7701732.93,5993216.92,254.12389645956378
2016-05-17,34353,25229,131140,8631034.09,6848845.3,251.24542514481996
2016-05-18,30584,21640,126637,8416389.92,6811181.17,275.18931205859275
